category,text
FAKE,"RT OlumideIDOWU ""RT UNDPClimate: This project in Myanmar is helping farmers &amp; communities adapt to #climatechange … https://t.co/nOTljHXlxc"""
FAKE,#IDoNotConsent #WeDoNotConsent #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breaking https://t.co/0uzqBj60rN
REAL,"Geoengineering, Climate Collapse, Dead Leaves, And Defoliants - https://t.co/Q8nTfptkj5 @arborday @AmericanForests @greenpeaceusa @EPA @EPAresearch @EPAwater #geoengineering #climatechange https://t.co/EcQPIA5FTU"
FAKE,WATCH: Video shows winds from Hurricane #Irma ripping a roof off of a building in Miami: https://t.co/Wf0VUeegW9 https://t.co/m6vUS4AnHa
FAKE,RT @TheEconomist: The number of weather-related disasters has quadrupled since 1970. Can “geoengineering” tame climate change? https://t.co…
FAKE,"It's fucking nuts that the Democrats, in all their legislative hardball, aren't pushing for anything on Climate Change amid apocalypse week."
FAKE,#geoengineering is a dangerous distraction from the root causes of #climatechange. We need #climatejustice now! #bigbadfix https://t.co/iZhMjvdpDz @WoMin2015
REAL,"More than 40% of Republicans think Bill Gates will use a COVID-19 vaccine to implant a location-t... https://t.co/R75Rv2Aua1 via @YahooNews why would  they need  that between  the  internet,  camera s all over the  place.  Your phone locator. etc why bother with a  chip"
REAL,#GhislaineMaxwell #GhislaneMaxwell #GhislaineMaxwellTrial #epsteincoverup #EpsteinFiles https://t.co/IgjzRneoVS
FAKE,#ZDF #COVID19 #MSM #Bias #Lanz #Corona #WHO #NWO #RKI #Hoax #CoronavirusFraud #NoNewNormal #NoToBillGates #mRNA #Vaccine #EndLockdownNow https://t.co/E3Y7Sb6Yvi
FAKE,RT @Haileydailydose: Why aren’t more people talking about this case?! #GhislaineMaxwell #EpsteinFiles #epsteincoverup #EpsteinFlightLogs #G…
REAL,@jondillabaugh @Veganella_ @nmlinguaphile @Drgarthdavis @gtojoel455 @respectfullivin @agargmd @danpincus @Simsala1511 @PaulinaAraujo19 @SamTorres5 @drjkahn @FructoseNo @profitnothealth @KoushikReddyMD @AllanRSavory @VinnieTortorich @GrassBased @BelindaFet
FAKE,Jeffrey Epstein #Moneylaundering  #rapingchildren  #why we can't see this #Fakenews 😢  #PedophileIsland
FAKE,"But as with many geoengineering ideas, this one isn’t without controversy. Finely powdered salt injected into the upper troposphere might help humanity stave off some of the impacts of climate change, according to Nelson. His suggestion isn’t too far ... https://t.co/banTv4AEtX https://t.co/z4MT3ZkTEr"
FAKE,@oceansidewebtv @Puckberger Your proof comes from a conservative think tank that also denies climate change? Hahahahahahhaha. Oh man. I honestly didn’t think you were this stupid
REAL,"RT @BlackNews4Real: @ChrisCuomo Your brother the Governor was on the #LolitaExpress, as well as Bloomberg and Bill Clinton!
@RealCandaceO @…"
REAL,@scottleibrand Fair enough. Was talking from a theoretical not policy perspective. The rationale to invest in geoengineering is still mostly as a worst case option for runaway climate change.
REAL,I'm having a hard time expressing my feelings of the climate change geoengineering debacle
FAKE,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #HAARP #Geoengineering #climatechange #SRM #Cloudseeding #BigMoney #NEXRAD #LookUp #SilentWarfare #WeatherWarfare #MAGA #potus #breakingnews https://t.co/WthRPH2nxO
REAL,Tell me why people think COVID 19 is a hoax??? Like they think it’s a scheme by the rich or our politicians?? Like this has hit so many countries so hard and people have died. Literally what’s it like to not be able to think outside your own backyard
FAKE,Optimism needs to be distinguished from hope. Much of the optimism surrounding climate change is dominated by technological imaginaries and proposals such as geoengineering the planet through solar ra... https://t.co/0meNd1fKjA https://t.co/u5fcdPrFYQ
FAKE,RT @therealdaisymae: Where the f£#% is all the media coverage for the #GhislaineMaxwellTrial?!? Trial of the century &amp; crickets. Y’all are…
FAKE,@MorganStanley I'm staring right at chemtrails in Vegas... Genocide is a better word for climate change... Wait till you come back next lifetime 🎃🎃🎃🎃🎃🎃
FAKE,Over 40  of Republicans think Bill Gates will use COVID 19 vaccine to implant tracking microc https://t.co/ZZ68eUhbm0 https://t.co/V7UTqSMI6r
FAKE,Why aren’t more people talking about this case?! #GhislaineMaxwell #EpsteinFiles #epsteincoverup #EpsteinFlightLogs #GhislaineMaxwellTrial #wakeup #conspiracy #MediaWatch #fypシ #viral #Truth #TikTok https://t.co/6oJ5W5NLK3
FAKE,#IDoNotConsent #WeDoNotConsent #opstopchemtrails #SkyBastard #Geoengineering #climatechange #BigMoney #HAARP #NEXRAD #EMF #5G #WiFi #RF #LookUp #SilentWarfare https://t.co/X84parzCkC
FAKE,"Where the f£#% is all the media coverage for the #GhislaineMaxwellTrial?!? Trial of the century &amp; crickets. Y’all are a disgrace to humanity. #epsteincoverup
@CNN @FoxNews @NBCNews @MSNBC @nytimes @latimes @WSJ @washingtonpost 
#PedoProtectors"
FAKE,Military-style debates? https://t.co/wWNZoFBKXA
FAKE,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #BigMoney #NEXRAD #LookUp #SilentWarfare #WeatherWarfare #MAGA #potus #breakingnews https://t.co/8vBUSnGfiR
FAKE,"@JVPChicago Israeli Covid 19 crimes against humanity
https://t.co/o7STAfJPPc

https://t.co/3VM2lcxtH8"
FAKE,@r0xie_f0x @skrnyc5 @psfnyc5 @wookietim @ToccyLa @Black_is_back5 @franjerkington @cbowling4512 @WesMar_69 @ThereseOSulliv2 @Klee34036780 @ChiefLizWarren @hrt6017 @boodacat2020 @BenResists @Flattielover @JR10170033 @laylow88861429 @Pompano_Pete @LouT27 @Sl
FAKE,"@RepBobbyRush @HouseDemocrats Funny, Democrats don't know that islands don't tip over or how to stop people from defecating on sidewalks.  But you know all about climate change right?"
FAKE,@CeddySuperstar @redartkcotsbj @IvyMarieT @DanCGilliam #BillClinton was a frequent flyer on Lolita Express and an Island guest. He represents the high profile men involved that are at risk of exposure in this trial. Appearance of outside influence puts in
FAKE,Hundreds of homes have been evacuated in Los Angeles after the 'largest ever' wildfire hit the area around the city https://t.co/aQYI9k0GuU https://t.co/MBs0tmFUcx
FAKE,"RT @g1: Com pressão alta, diabetes, marcapasso e câncer de pele, idosa de 94 anos vence Covid-19: 'Guerreira' https://t.co/stLsd7Op9r #G1 h…"
REAL,"WAKE UP EVERYONE❣
#25thAmendmentNow @duty2warn #DutyToWarn #WednesdayWisdom  #MentalHealthMatters @SpeakerPelosi @RepAdamSchiff @RepJerryNadler @AOC @SethAbramson #Avenatti #leadership #coverup #climatechange #tradewar #China #RussiaGate #TrumpTantrum #wednesdaythoughts https://t.co/smrACAuwjs"
FAKE,"@washingtonpost You can put it in their closet of other junk science that includes climate change denial, flat earth theories, and evolution denial."
REAL,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breaking https://t.co/I50C5JbCOV
FAKE,"RT @LHibrahimy: Bolsonaro is sabotaging the efforts of governors and his own Ministry of Health to contain the spread of COVID-19, putting…"
FAKE,"RT @rezendi: Related climate-change prediction: one day geoengineering will go from ""the unthinkable option"" to ""the only option,"" and with…"
REAL,"RT @_TruMerican: #Epstein 
#epsteincoverup 
#epsteindidntkillhimself https://t.co/WDXYZP0IQe"
REAL,RT @FareedZakaria: Our What in the World from Sunday's show looked at solar geoengineering. Is this the future for tackling climate change?…
FAKE,A 'geoengineering cocktail' is the latest last-ditch proposal to reverse climate change     - CNET https://t.co/0gkUDxwn9Z
FAKE,Next week's episode is all about geoengineering. Is it the easy fix for climate change that we've been looking for? (Spoiler: It's not) #GotScience
FAKE,"What a completely rigged sh1tshow!

#EpsteinCoverup #GhislaineMaxwell #GhislaineMaxwellTrial #ZorroRanch 
#EvilJustice #EvilFBI #EvilCongress https://t.co/g4HgNplGXa https://t.co/tthdduEit0"
FAKE,@ChuckCallesto There is no climate change caused by the citizen.  It is the geoengineering from governments that effect the climate. #Maga
FAKE,"NO, esta NO es “la droga de los iluminatis qe te estan poniendo para matarte para qe aiga muchos muertos”, como se comparte en un video viral de Facebook. https://t.co/18M4RSYhQo"
FAKE,"RT @lawyer_beach: To make sure Ghislaine Maxwell doesn’t kill herself, they've hired new federal guards...
#GhislaneMaxwell #GhislaneMaxwel…"
REAL,There has always been severe hurricanes there will always be. Your hysteria is based on 150 yrs of models verses earth's 4.5 billion years. https://t.co/eL0rBeO1xI
FAKE,Watched Credlin and  Bolt on Fox last night. No wonder anti climate change has traction. Are they flat earth and anti vaxers as well. OMG.
REAL,Our COVID 19 story; Cross River state disclosed https://t.co/F9zhZ5G5WG via @habeeb_jay
FAKE,"WOW, so many hot button issues in this little #climatechange story from #Texas: #geoengineering, #fakescience, #industrialresponsibility, #privateactors...won't be surprised to hear more like this. https://t.co/5yUQyzAmcT"
FAKE,@thehill #EpsteinFlightLogs #epsteincoverup
FAKE,"RT @VinayUteriya9: @RealCandaceO This is absolutely hilarious. 

“My dad is Bill gates. My mother is a bat” #COVID19 #Coronavirus"
FAKE,"RT @FloridaFrecks: Rush Limbaugh, a Palm Beach resident, says Irma and climate change are a deep state conspiracy. I hope science knocks hi…"
REAL,"RT @LancelotLinkSpy: @WaldrepDenise Trump ignores #COVID19 for months, downplays it, models a disregard for it, gets tested when most Ameri…"
FAKE,PEOPLE WILL TAKE YOUR CHILDREN AND SELL THEM FOR MONEY #EpsteinFiles #epsteincoverup
REAL,"@vijayrupanibjp 
Respected CM Rupani Sahab,

Sir covid-19 cases and death rate increasing daily in ahmedabd , please take an urgent action before situation  become out of control. 
Please do sanitization /testing whole city properly .We as a citizen are i"
FAKE,#GhislaneMaxwell #GhislaineMaxwellTrial #Ghislane #Maxwell #MaxwellTrial #MaxwellTrialTracker #MaxwellCrimeFamily #Epstein #EpsteinFiles #EpsteinFlightLogs #EpsteinIsland #epsteincoverup #EpsteinJustice #Abyss #FriedrichNietzsche #Meme #Memes #sketches #sketch #Court #Courtroom https://t.co/5Kz5Yqbi1q
FAKE,"@RMatthewsPsyEdu It's true across all disciplines. There are climate change deniers, flat earthers, anti vaxxers. Don't even get me started on nutrition 'science'. I blame Trump. (Or whatever caused people to be so deluded as to vote for him)."
REAL,Has Infowars claimed the Houston flood was faked yet?
FAKE,@reallygraceful @WashTimes Whenever I see people crapping on skeptics of #climatechange I always suggest (nicely) to research #weathermodification with a smiley emoji
FAKE,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breaking https://t.co/vYhAzcQpZU
FAKE,@jotunnUlfhednar's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
FAKE,RT @abdullahciftcib: The number of weather-related disasters has quadrupled since 1970. Can “geoengineering” tame climate change? https://t…
FAKE,"RT @englishbull1: @Colinja21771976 @826Maureen Did you know that, the majority of climate change calculations are done using a flat earth m…"
FAKE,#EpsteinFiles #EpsteinFiles #epsteincoverup https://t.co/Cj8cUfPj7v
FAKE,"#11SeptembreSanitaire 

#COVID19 #AmericaConTrump #BillGates #coronavirus #AdamaTraore https://t.co/ZU0ffFEvWY"
FAKE,"🤣 well lookie lookie #JustinTrudeau is a just as guilty at being on #pedophileisland with good old #Epstein #EpsteinFlightLogs 

We need to get the loser out of office and I'm ready to drag him out by his feet dragging his face through the gravel! https://t.co/Uk9sFQlVEf"
FAKE,Beryllium-10 concentrations in icecores are a proxy for past solar activity cycles Recent decay indicates #GlobalWarming linked to most historic solar maximum in last 9300yrs  Whilst every #cooling cycle linked to low sunspot activity - even 1900's &amp; 1960's #climatechange https://t.co/w3poo901MC
FAKE,"RT @B_H_Lloyd: When antivaxxers/flat earthers/climate change deniars jump on me with their uneducated crackpot arguments: seriously?

I hav…"
REAL,"#DrainTheSwamp2020 #DrainTheSwamp of all 
#Corruption inside these fronted institutes and organizations!!! Why would #Congress give #PlannedParenthood almost 1/4 of a billion from 
#COVID19 funds? #fauci always flip flopping?
And #Gates testing vaccines in India? #biden in #CCP?"
FAKE,@kelly2277 @HillBeverlyhill @TrueFactsStated #EpsteinFiles #epsteincoverup
FAKE,"""Go to the scientists and ask them. They speak very clearly.""

Pope Francis has a brief but blistering message for climate change deniers: https://t.co/EJjOQWEFoE"
FAKE,"RT @ebcripps: Great piece by Catriona McKinnon @RdgClimateJust COP24: time is running out on climate change, but geoengineering has dangers…"
FAKE,@unibern #Saiba @WHO #swissmedic #COVID19 #coronavirus #pandemic @Novartis @LonzaGroup #Switzerland #vaccine
REAL,"RT @PlanetLuvie: Somehow flat earth and climate change denial channels are allowed, but a climate change information channel is taken down…"
FAKE,"To make sure Ghislaine Maxwell doesn’t kill herself, they've hired new federal guards...
#GhislaneMaxwell #GhislaneMaxwellTrial #EpsteinFlightLogs #epsteincoverup https://t.co/btp4v0nWOG"
FAKE,"Blocking sunlight to cool Earth won't reduce crop damage from global warming.  Solar geoengineering could reduce temperatures and heat stress, but also reduces photosynthesis
https://t.co/husrt00QPh #ClimateAction #climatechange"
FAKE,#EpsteinFiles #PedophileTrump #Trump #epsteincoverup https://t.co/KPzq3U65Fe
FAKE,"RT @mark_lynas: The @theAGU has just issued a new position paper on geoengineering - though it's now called ""climate intervention"". Says ""m…"
FAKE,"@DanCGilliam Only because I listen to the radio and quit watching tv a long time ago.
#epsteincoverup"
REAL,"Purley area 15:31

They are making us sick. 

#GeoEngineering #SRM #climatechange #Aluminium  #WEATHERMODIFICATION  #SULPHURICACID #Barium #Opchemtrails #CloudSeeding #HARRP #WEDONOTCONSENT https://t.co/aB4bR15Uro"
FAKE,The absolute fuckery and bullshit around this case/trial. BULLSHIT!! #epsteincoverup #epstein #EpsteinIsland #GhislaineMaxwellTrial #Ghislaine fuck the media!!!🗣🗣🗣🗣 https://t.co/M9gcrXBd55
FAKE,"@TheGayChrist Is it a mental illness to believe anything that might not be true?  Whether it be a god, climate change, flat earth, jet fuel not melting steal beams, you name it. Some people are brainwashed. Mental illness is a medical condition."
REAL,El éxito de estar ya 2 días sin fallecidos y con la tasa de recuperación en alza . #Israel  #UnLugarEnElMundo https://t.co/wS0hZbHBMS
FAKE,A Must Read Article On Bill Gates. #BillGates #Vaccines #SayNoToBillGates #Coronavirus #Covid19 #Breaking #News https://t.co/z6sDwsjkgc
FAKE,JFC https://t.co/3TGwphXUPL
FAKE,"RT @SBakerMD: Choosing to eat a meat based diet does not mean you are

A flat earther 
Anti-vaccine
A climate change denier
A right wing ex…"
REAL,The latest The Lodewijk Hof Daily! https://t.co/TTVwZaAqb3 Thanks to @deplaf @LauraMonathen @erbenwennemars #climateaction #climatechange
FAKE,"RT @youspecialagent: The elites and their enablers are suddenly terrified.
I wonder why ?
#epsteincoverup"
REAL,Wuhan Virus was political too #Scamdemic #Plandemic #Tucker
FAKE,"As on 25 May 2020, 08:00 AM, India had reported 1,38,845 confirmed Covid-19 cases, with 57,721 people cured/discharged/migrated, 4,021 deaths and 6,977 new cases in past 24 hours. #COVIDー19 
@MoHFW_INDIA https://t.co/xhFOmViAuf"
REAL,@StThrobber @MarcherLord1 Do with teaching. They are not taught party politics in schools. As for impartiality- in climate change or crisis that has in the past meant Lawson being wheeled out. He is the equivalent of a flat earther. Likewise Trump.
REAL,@cheyorwhatev ya son gon find the cure for coronavirus
FAKE,RT @churp698776: The White House &amp; royals not only protected pedofiles and human trafficking.. they were involved. Where is the media on th…
FAKE,Because a flat earth can't have climate change https://t.co/Qxp3B3NPHN
FAKE,"JUST IN: Climate change costing taxpayers billions of dollars in disaster relief, according to new government study https://t.co/NzRHQH158I https://t.co/tQXwVQgQjG"
FAKE,@neenee_annette @ewarren Aint no climate change cuz aint no globe earth cuz chemtrails are turning the friggen frogs gay!!!
FAKE,The White House &amp; royals not only protected pedofiles and human trafficking.. they were involved. Where is the media on this!! #epsteincoverup #whitehouse #billclinton #princeandrew #GhislaneMaxwellTrial https://t.co/oc4XVYe6jW
FAKE,"RT @cmu_africa: ""The ultimate goal is to build an interconnected network within the region."" @langleydew #climatechange #rwanda #africa"
FAKE,".#SCAMdemic
#Plandemic https://t.co/MUuxUb7bCr"
FAKE,Climate change kills Antarctica's ancient moss beds - hey #bbc the only climate change going on are the fucking #chemtrails you bastards are not reporting. Why do you never mention this shit being sprayed in our skies !??  Cos you’re covering up  https://t.co/9NXlXY2qDW
REAL,"@PatriciaDuffie7 @TrackerTrial #KeepMakingNoise🗣
https://t.co/cgrkXsgI4W

https://t.co/OAtqvttjSz

https://t.co/bfoW7Oujzd

https://t.co/yJXn26SsF2
#SAVETHECHILDERN #children  #HumanTrafficking #childtrafficking #sextrafficking #trafficking #children #"
REAL,RT @futurism: Just a pinch of geoengineering could lessen climate change with fewer side effects. https://t.co/LeyDOALOYH
REAL,@AbstractCode Physics is just a lifestyle choice. Ask @SenatorMRoberts. #haarp #chemtrails #fluoride #climatechange #bleepbleepbleep
FAKE,"RT @JohnCordBooks2: WHEN will #humans #WakeUp to AGE-OLD #PSYOP of #hypocrites &amp; #criminals who ""Love God"" &amp; hate what #JesusIsLord means?…"
FAKE,"#IDoNotConsent #WeDoNotConsent #opstopchemtrails #SkyBastard #Geoengineering #climatechange #BigMoney #HAARP #NEXRAD #EMF #5G #WiFi #RF #LookUp #SilentWarfare
 https://t.co/qQD8fBuJsR https://t.co/KfX8YiRE2s"
FAKE,@lbox327 @socalmomto2 @WhiteHouse @FULLDEFENCE We are bugs. https://t.co/akMGGgJyns
REAL,The #PlanDEMic is a Hoax There are people getting sick mostly Blue states where they murdered the elderly by contaminating rest homes. #TakeAmericaBack #TruthWins #GodWins #TrumpWins #AmericaWins #MAGA #Trump2020Landslide #CorruptDemocrats  #LockThemAllUp #WeAreStrongUnited https://t.co/vwC5cpJQQL
FAKE,"#LearnAbout5GDrones: Considering COVID-19 impact and safety restrictions that apply worldwide, the 4th 5GDrones GA #meeting is organized remotely(25-26/05/20)! We stay #online and meet #virtually! We stay safe! @5GPPP  #eu #virtual_meeting #h2020 #ict #5g #unioulu @UniOulu https://t.co/eQi1MSn0n7"
FAKE,"President #Truth ... oh, there's never been one of those in my lifetime. Just a bunch of #God &amp; #Jesus Loving #Hypocrites #Criminals #Fascists 

FAMOUS #ATHEISTS &amp; #FAKEGODLOVERS DENY WHAT #LAW1OFGOD, JEW &amp; GENTILE MEANS; #EPSTEINCOVERUP; END NWO FASCISM
https://t.co/qtrmtIu0TH https://t.co/WEwmPfxRNs https://t.co/seg8iM9TVl"
FAKE,"@WHO #China &amp; #Gates s well #Plandemic is over.. 
now new series in show; #protest2020 meanwhile They Keep Working at Labs to strengthen the virus to bring 2nd wave!
@JackPosobiec @DrButtar https://t.co/Lu6sWTZzCu"
FAKE,"And yet we're drilled w/Ben Franklin #psyop to put #Freedom before #SafetyFirst 
What good is #FreedomInternet #FreedomOfSpeech if you're dead?

#FAKEGODLOVERS DENY WHAT #LAW1OFGOD, JEW &amp; GENTILE MEANS; #SEPTEMBER11 &amp; #EPSTEINCOVERUP; END #NWO #FASCISM
https://t.co/qtrmtIu0TH https://t.co/Lcy4jIgX9Z https://t.co/XKLqWhRzto"
FAKE,@Mikel_Jollett @GeorgeTakei This is #geoengineering at work not #CO2! Carbon Dioxide is not and never could be a hurricane stimulant. #Irma #climatechange is the Sun!
REAL,"@BoudewijnC @rbrnd @larsroobol @yorian @LakaNieuws @remcodb @HenriBontenbal Doe jij hem eens af!
""The authors of a new MIT study say that unless nuclear energy is meaningfully incorporated into the global mix of low-carbon energy technologies, the challen"
FAKE,"RT @grose_lord: No vaccine will protect us, but it will destroy us! https://t.co/ay8ufq9WZ3"
FAKE,"RT @cmu_africa: ""The ultimate goal is to build an interconnected network within the region."" @langleydew #climatechange #rwanda #africa"
FAKE,Unser Staatsfunk nennt sie Demonstranten  -  #BSD #VV #BillGates #RFID #NWO #GG146 #CoronaProtest #Qorona #COVIDー19 #Kontaktverbot #VV #ddbradio #WHO #Impfen #Impfplicht   -  https://t.co/uQYXiz3O4D https://t.co/nWAT98eoru
FAKE,RT @TheEconomist: How geoengineering could reverse climate change https://t.co/LEkw6nJ5iC
REAL,"What is geoengineering? https://t.co/wwdORYyv3J
#climatechange #climateaction 
#environment 
#energy https://t.co/0nObzhO3Io"
REAL,"Covid 19 mask vitarn 
#CoranaVirüs #lockdown5guidelines  #WorldEnvironmentDay #ChintuKaBirthday #Bhopalgarh https://t.co/8CHmf3vAlL"
FAKE,"WHEN will #humans #WakeUp to AGE-OLD #PSYOP of #hypocrites &amp; #criminals who ""Love God"" &amp; hate what #JesusIsLord means?

FAMOUS #ATHEISTS &amp; #FAKEGODLOVERS DENY WHAT #LAW1OFGOD, JEW &amp; GENTILE MEANS; #EPSTEINCOVERUP; ENDING BILL GATES #DEPOP &amp; #NWO #FASCISM
https://t.co/qtrmtIu0TH https://t.co/Ji0my42rQd https://t.co/7uGhw9BzJT"
FAKE,Verjaardag 14/05/2020#lockdown COVID-19#teppanyaki https://t.co/gKerM1YcXU
FAKE,"Why is #TikTok  giving money to #BillGates's #vaccine company #GAVI
Wonder how safe your data with #TikTok is?

#COVID #privacy #coruption #coronavirus #gatesofhell #GatesFoundation #covid19 https://t.co/UFFUrf1vMb"
FAKE,RT @DannyVoglesong: Donald Trump's Rapes and Sexual Assault Victims List. #Trump #TrumpSexVictims #TrumpEpstein #TrumpMaxwell #ChildrenSexV…
FAKE,RT @Richard_D_Boyle Researchers at Harvard University - our main response to climate change should be to curb carbon dioxide emissions; geoengineering alone simply wouldn't be capable of fully remedying root of environmental problems https://t.co/rMT4qUNB0e #research #science
FAKE,"RT @wfinalle57: Real American History

#childsextrafficking #NeverEndingStory #GhislaineMaxwellTrial #EpsteinCoverup #EvilJustice #EvilFBI…"
FAKE,"Since when did AMERICA become so laser focused on a vaccine and cure for COVID19? Where have GOD, our IMMUNE system and good old prevention disappeared?? The latter 3 are FREE!!!"
FAKE,"""She was the organizer..She was the engineer. She orchestrated everything.""
Ransome describes Maxwell as an ""aristocratic pimp"" who facilitated Epstein's assaults.
""Ghislaine enjoyed humiliating us. You could see the enjoyment in her face.""
#GhislaineMaxwellTrial #epsteincoverup https://t.co/Gqc0jgbhGi"
REAL,Sir David Attenborough to present climate change documentary- I’m laughing at you HA HA HA HA HA Ha ha ha you say climate change I say chemtrails  you say spinning ball I say stationary flat plane  you say evolution I say creation by #GOD   https://t.co/iFhAqhF1AZ
FAKE,#climatechange #climate #globalwarming #weather #haarp #GeoEngineering #chemtrails #earthquake #endoftheworld #woke https://t.co/Y8xFhryFfp
FAKE,#geoengineering is a dangerous distraction from the root causes of #climatechange. We need #climatejustice now! #bigbadfix https://t.co/ZYiv38U3kA #EMBForum https://t.co/CB09BAgCvd
FAKE,"@JasonBermas great content per usual! #Epsteincoverup #trump #MaxwellTrialTracker
https://t.co/97EtSgTAKQ"
FAKE,"@MsKajalAggarwal @Supra_tikRoy Climate change is a hoax 
They're causing it
Using chemtrailing to redirect jet streams to intentionally create destruction 

Designed to build the pretext to create a new $100 trillion tax to build world government &amp; en"
FAKE,"This is *staggering* from @Forbes - lumping people living w/ ME in the same conspiracy category as flat earthers &amp; climate change deniers. 

I'm not going to @ the 'journalist'. Because it probably won't end well #MillionsMissing #CanYouSeeMENow #PACEtrial
https://t.co/RKdMazbJq0"
REAL,"Umat Islam Dunia Rayakan Idul Fitri 1441H di Tengah Pandemi

Tapi tahun ini banyak yang hanya bisa merayakan di rumah dengan keluarga dekat, di mana virus meredam semangat liburan.

#idulfitri2020 #IdulFitri1441H #IedMubarak1441H #lebaran #coronavirus 
https://t.co/2UNUfbn9gl"
FAKE,"First week of testimony in Ghislaine Maxwell’s child-sex trafficking trial has provided an extensive look into Jeffrey Epstein’s life of luxury
https://t.co/ik6xc0kSFi

#EpsteinFiles #EpsteinFlightLogs #EpsteinCoverup #Ghislaine #Epstein #GhislaineMaxwellTrial #GhislaineMaxwell"
